component,component_path,joint,kind,type,occurrence_one,occurrence_two,origin_x_mm,origin_y_mm,origin_z_mm,axis_x,axis_y,axis_z,min,max,value,units,min_deg,max_deg,value_deg,min_mm,max_mm,value_mm,is_suppressed,note
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 234,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:51,elbow:wrist_roll:1+CNC_arm04_x4_shoulder_elbow_support_shaft:2,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 235,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M4x10 Steel 4.6 Plain:1,shoulder_roll:shoulder_yaw:1+CNC_arm03_x2_shoulder_roll_output_shaft:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 236,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M4x10 Steel 4.6 Plain:2,shoulder_roll:shoulder_yaw:1+CNC_arm03_x2_shoulder_roll_output_shaft:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 237,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M4x10 Steel 4.6 Plain:3,shoulder_roll:shoulder_yaw:1+CNC_arm03_x2_shoulder_roll_output_shaft:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 238,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M4x10 Steel 4.6 Plain:4,shoulder_roll:shoulder_yaw:1+CNC_arm03_x2_shoulder_roll_output_shaft:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 239,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M4x10 Steel 4.6 Plain:5,shoulder_roll:shoulder_yaw:1+CNC_arm03_x2_shoulder_roll_output_shaft:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 240,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M4x10 Steel 4.6 Plain:6,shoulder_roll:shoulder_yaw:1+CNC_arm03_x2_shoulder_roll_output_shaft:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 241,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M4x10 Steel 4.6 Plain:7,shoulder_yaw:elbow:1+3DP_arm06_x4_RS02_shaft_coupler:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 242,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M4x10 Steel 4.6 Plain:8,shoulder_yaw:elbow:1+3DP_arm06_x4_RS02_shaft_coupler:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 243,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M4x10 Steel 4.6 Plain:9,shoulder_yaw:elbow:1+3DP_arm06_x4_RS02_shaft_coupler:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 244,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M4x10 Steel 4.6 Plain:10,shoulder_yaw:elbow:1+3DP_arm06_x4_RS02_shaft_coupler:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 245,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M4x10 Steel 4.6 Plain:11,shoulder_yaw:elbow:1+3DP_arm06_x4_RS02_shaft_coupler:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 246,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M4x10 Steel 4.6 Plain:12,shoulder_yaw:elbow:1+3DP_arm06_x4_RS02_shaft_coupler:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 253,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M4x10 Steel 4.6 Plain:19,shoulder_pitch:shoulder_roll:1+CNC_leg02_x7_RS03_shaft_coupler:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 254,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M4x10 Steel 4.6 Plain:20,shoulder_pitch:shoulder_roll:1+CNC_leg02_x7_RS03_shaft_coupler:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 255,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M4x10 Steel 4.6 Plain:21,shoulder_pitch:shoulder_roll:1+CNC_leg02_x7_RS03_shaft_coupler:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 256,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M4x10 Steel 4.6 Plain:22,shoulder_pitch:shoulder_roll:1+CNC_leg02_x7_RS03_shaft_coupler:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 257,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M4x10 Steel 4.6 Plain:23,shoulder_pitch:shoulder_roll:1+CNC_leg02_x7_RS03_shaft_coupler:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 258,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M4x10 Steel 4.6 Plain:24,shoulder_pitch:shoulder_roll:1+CNC_leg02_x7_RS03_shaft_coupler:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 259,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:52,shoulder_roll:shoulder_yaw:1+CNC_arm10_x4_r03_back_cover:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 260,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:53,shoulder_roll:shoulder_yaw:1+CNC_arm10_x4_r03_back_cover:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 261,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:54,shoulder_roll:shoulder_yaw:1+CNC_arm10_x4_r03_back_cover:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 262,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:55,shoulder_roll:shoulder_yaw:1+CNC_arm10_x4_r03_back_cover:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 263,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:56,shoulder_roll:shoulder_yaw:1+CNC_arm10_x4_r03_back_cover:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 264,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:57,shoulder_roll:shoulder_yaw:1+CNC_arm10_x4_r03_back_cover:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 265,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:58,shoulder_roll:shoulder_yaw:1+CNC_arm10_x4_r03_back_cover:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 266,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:59,shoulder_roll:shoulder_yaw:1+CNC_arm10_x4_r03_back_cover:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 293,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:86,shoulder_pitch:shoulder_roll:1+CNC_arm01_x2_shoulder_roll_front_bearing_retainer:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 294,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:87,shoulder_pitch:shoulder_roll:1+CNC_arm01_x2_shoulder_roll_front_bearing_retainer:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 295,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:88,shoulder_pitch:shoulder_roll:1+CNC_arm01_x2_shoulder_roll_front_bearing_retainer:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 296,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:89,shoulder_pitch:shoulder_roll:1+CNC_arm01_x2_shoulder_roll_front_bearing_retainer:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 297,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:90,shoulder_pitch:shoulder_roll:1+CNC_arm01_x2_shoulder_roll_front_bearing_retainer:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 298,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:91,shoulder_pitch:shoulder_roll:1+CNC_arm01_x2_shoulder_roll_front_bearing_retainer:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 299,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:92,shoulder_pitch:shoulder_roll:1+CNC_arm01_x2_shoulder_roll_front_bearing_retainer:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 300,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:93,shoulder_pitch:shoulder_roll:1+CNC_arm01_x2_shoulder_roll_front_bearing_retainer:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 301,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:94,shoulder_pitch:shoulder_roll:1+CNC_arm02_x2_shoulder_roll_back_bearing_retainer:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 302,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:95,shoulder_pitch:shoulder_roll:1+CNC_arm02_x2_shoulder_roll_back_bearing_retainer:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 303,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:96,shoulder_pitch:shoulder_roll:1+CNC_arm02_x2_shoulder_roll_back_bearing_retainer:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 304,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:97,shoulder_pitch:shoulder_roll:1+CNC_arm02_x2_shoulder_roll_back_bearing_retainer:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 305,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:98,shoulder_pitch:shoulder_roll:1+CNC_arm02_x2_shoulder_roll_back_bearing_retainer:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 306,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:99,shoulder_pitch:shoulder_roll:1+CNC_arm02_x2_shoulder_roll_back_bearing_retainer:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 307,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:100,shoulder_pitch:shoulder_roll:1+CNC_arm02_x2_shoulder_roll_back_bearing_retainer:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 308,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:101,shoulder_pitch:shoulder_roll:1+CNC_arm02_x2_shoulder_roll_back_bearing_retainer:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 315,joint,rigid,bearings:1+bearing_35x44x5_6707_1.6kN_15g:5+half-bearing_35x44x5_6707_1.6kN_15g:1,elbow:wrist_roll:1+3DP_arm05_x4_RS02_shaft_bearing_retainer:2,-0.0,-90.0,-339.5,,,,,,,,,,,,,,False,
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Revolute 319,joint,revolute,Robstride 06-No Back Cover:1+R06:1+R06-ROTOR:1,shoulder_roll:shoulder_yaw:1+CNC_arm03_x2_shoulder_roll_output_shaft:1,24.75,-96.005,10.401,1.0,0.0,0.0,,,0.0,rad,,,0.0,,,,False,
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 325,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:102,shoulder_pitch:shoulder_roll:1+CNC_arm01_x2_shoulder_roll_front_bearing_retainer:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 326,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:103,shoulder_pitch:shoulder_roll:1+CNC_arm01_x2_shoulder_roll_front_bearing_retainer:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 327,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:104,shoulder_pitch:shoulder_roll:1+CNC_arm01_x2_shoulder_roll_front_bearing_retainer:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 328,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:105,shoulder_pitch:shoulder_roll:1+CNC_arm01_x2_shoulder_roll_front_bearing_retainer:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 329,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:106,shoulder_pitch:shoulder_roll:1+CNC_arm02_x2_shoulder_roll_back_bearing_retainer:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 330,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:107,shoulder_pitch:shoulder_roll:1+CNC_arm02_x2_shoulder_roll_back_bearing_retainer:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 331,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:108,shoulder_pitch:shoulder_roll:1+CNC_arm02_x2_shoulder_roll_back_bearing_retainer:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 332,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:109,shoulder_pitch:shoulder_roll:1+CNC_arm02_x2_shoulder_roll_back_bearing_retainer:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 335,joint,rigid,protections:1+shoulder_yaw_protection:2+Component36:1,,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Revolute 342,joint,revolute,001_right_wrist_long_latest:1+3DP_arm11_x2_wrist_roll:1,robstride_02-No_back_cover:2+02-3D-20211009(1).stp:1+3_1_02_067_0020_ASM_1_ASM.stp:1+shaft 1_1_02_EB671-502_1.stp:1,0.0,-90.0,-303.0,-0.0,-0.0,-1.0,,,0.0,rad,,,0.0,,,,False,
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 343,joint,rigid,elbow:wrist_roll:1+3DP_arm05_x4_RS02_shaft_bearing_retainer:2,robstride_02-No_back_cover:2+02-3D-20211009(1).stp:1+3_1_02_067_0020_ASM_1_ASM.stp:1+1_1_06_EB673-516_1.stp:1,-0.0,-90.0,-299.0,,,,,,,,,,,,,,False,
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 344,joint,rigid,bearings:1+bearing_35x44x5_6707_1.6kN_15g:5+half-bearing_35x44x5_6707_1.6kN_15g:1,elbow:wrist_roll:1+3DP_arm05_x4_RS02_shaft_bearing_retainer:2,-0.0,-90.0,-339.5,,,,,,,,,,,,,,False,
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 345,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:24,shoulder_yaw:elbow:1+CNC_arm07_x2_elbow_front_bearing_retainer:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 346,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:25,shoulder_yaw:elbow:1+CNC_arm07_x2_elbow_front_bearing_retainer:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 347,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:26,shoulder_yaw:elbow:1+CNC_arm07_x2_elbow_front_bearing_retainer:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 348,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:43,shoulder_yaw:elbow:1+CNC_arm08_x2_elbow_back_bearing_retainer:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 349,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:44,shoulder_yaw:elbow:1+CNC_arm08_x2_elbow_back_bearing_retainer:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 350,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:45,shoulder_yaw:elbow:1+CNC_arm08_x2_elbow_back_bearing_retainer:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 351,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:110,shoulder_roll:shoulder_yaw:1+3DP_arm05_x4_RS02_shaft_bearing_retainer:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 352,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:111,shoulder_roll:shoulder_yaw:1+3DP_arm05_x4_RS02_shaft_bearing_retainer:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 353,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:112,shoulder_roll:shoulder_yaw:1+3DP_arm05_x4_RS02_shaft_bearing_retainer:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 354,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:113,shoulder_roll:shoulder_yaw:1+3DP_arm05_x4_RS02_shaft_bearing_retainer:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 355,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:114,shoulder_roll:shoulder_yaw:1+3DP_arm05_x4_RS02_shaft_bearing_retainer:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 356,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:115,shoulder_roll:shoulder_yaw:1+3DP_arm05_x4_RS02_shaft_bearing_retainer:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 357,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:116,shoulder_roll:shoulder_yaw:1+3DP_arm05_x4_RS02_shaft_bearing_retainer:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 358,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:117,shoulder_roll:shoulder_yaw:1+3DP_arm05_x4_RS02_shaft_bearing_retainer:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 359,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:118,shoulder_roll:shoulder_yaw:1+3DP_arm05_x4_RS02_shaft_bearing_retainer:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 360,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:119,elbow:wrist_roll:1+3DP_arm05_x4_RS02_shaft_bearing_retainer:2,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 361,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:120,elbow:wrist_roll:1+3DP_arm05_x4_RS02_shaft_bearing_retainer:2,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 362,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:121,elbow:wrist_roll:1+3DP_arm05_x4_RS02_shaft_bearing_retainer:2,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 363,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:122,elbow:wrist_roll:1+3DP_arm05_x4_RS02_shaft_bearing_retainer:2,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 364,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:123,elbow:wrist_roll:1+3DP_arm05_x4_RS02_shaft_bearing_retainer:2,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 365,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:124,elbow:wrist_roll:1+3DP_arm05_x4_RS02_shaft_bearing_retainer:2,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 366,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:125,elbow:wrist_roll:1+3DP_arm05_x4_RS02_shaft_bearing_retainer:2,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 367,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:126,elbow:wrist_roll:1+3DP_arm05_x4_RS02_shaft_bearing_retainer:2,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 368,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:127,elbow:wrist_roll:1+3DP_arm05_x4_RS02_shaft_bearing_retainer:2,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 369,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:128,001_right_wrist_long_latest:1+3DP_arm11_x2_wrist_roll:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 370,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:129,001_right_wrist_long_latest:1+3DP_arm11_x2_wrist_roll:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 371,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:130,001_right_wrist_long_latest:1+3DP_arm11_x2_wrist_roll:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 372,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:131,001_right_wrist_long_latest:1+3DP_arm11_x2_wrist_roll:1,,,,,,,,,,,,,,,,,False,origin unreadable
