path,fusion_name,file_name,visible,m0,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15
000_left_arm_long_wrist_latest:1+protections:1+shoulder_roll_shaft:1+Component41:1,Component41,Component41,True,1.000000,0.000000,0.000000,0.000000,0.000000,0.965926,-0.258819,25.993332,-0.000000,0.258819,0.965926,37.079371,0.000000,0.000000,0.000000,1.000000
000_left_arm_long_wrist_latest:1+protections:1+elbow_shaft:1+Component42:1,Component42,Component42~2,True,-1.000000,-0.000000,0.000000,0.000000,0.000000,-0.965926,-0.258819,8.606668,0.000000,-0.258819,0.965926,32.420629,0.000000,0.000000,0.000000,1.000000
000_left_arm_long_wrist_latest:1+protections:1+elbow_shaft:1+Component43:1,Component43,Component43~2,True,-1.000000,-0.000000,0.000000,0.000000,0.000000,-0.965926,-0.258819,8.606668,0.000000,-0.258819,0.965926,32.420629,0.000000,0.000000,0.000000,1.000000
000_right_arm_long_wrist_latest:1+Robstride 03 - full:1+3_1_02_090_0073_ASM_1_1_ASM:1+1_1_06_EB903-534_ASM_1_1_ASM:1+1_1_06_EB903-537_1_1:1,1_1_06_EB903-537_1_1,1_1_06_EB903-537_1_1,True,-1.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,-1.000000,-4.550000,0.000000,-1.000000,-0.000000,34.750000,0.000000,0.000000,0.000000,1.000000
000_right_arm_long_wrist_latest:1+Robstride 03 - full:1+3_1_02_090_0073_ASM_1_1_ASM:1+1_2_04_680902_1_1:1,1_2_04_680902_1_1,1_2_04_680902_1_1,True,-1.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,-1.000000,-7.150000,0.000000,-1.000000,-0.000000,34.750000,0.000000,0.000000,0.000000,1.000000
000_right_arm_long_wrist_latest:1+Robstride 03 - full:1+3_1_02_090_0073_ASM_1_1_ASM:1+1_2_04_635000_1_1:1,1_2_04_635000_1_1,1_2_04_635000_1_1,True,-1.000000,-0.000000,-0.000000,-0.000000,-0.000000,1.000000,0.000000,-7.820000,0.000000,0.000000,-1.000000,34.750000,0.000000,0.000000,0.000000,1.000000
000_right_arm_long_wrist_latest:1+Robstride 03 - full:1+3_1_02_090_0073_ASM_1_1_ASM:1+1_3_03_000357_1_1:1,1_3_03_000357_1_1,1_3_03_000357_1_1,True,-1.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,-1.000000,-7.850000,0.000000,-1.000000,-0.000000,34.750000,0.000000,0.000000,0.000000,1.000000
000_right_arm_long_wrist_latest:1+Robstride 03 - full:1+3_1_02_090_0073_ASM_1_1_ASM:1+1_1_02_EB901-547_1_rotor:1,1_1_02_EB901-547_1_rotor,1_1_02_EB901-547_1_rotor,True,-0.500000,-0.866025,-0.000000,-0.000000,0.000000,-0.000000,1.000000,-8.300000,-0.866025,0.500000,0.000000,34.750000,0.000000,0.000000,0.000000,1.000000
000_right_arm_long_wrist_latest:1+Robstride 03 - full:1+3_1_02_090_0073_ASM_1_1_ASM:1+1_2_06_000004_AF0_1_1:1,1_2_06_000004_AF0_1_1,1_2_06_000004_AF0_1_1,True,-1.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,-1.000000,-7.900000,0.000000,-1.000000,-0.000000,34.750000,0.000000,0.000000,0.000000,1.000000
000_right_arm_long_wrist_latest:1+Robstride 03 - full:1+3_1_02_090_0073_ASM_1_1_ASM:1+1_1_31_QT-942_1:1,1_1_31_QT-942_1,1_1_31_QT-942_1,True,0.000000,-1.000000,0.000000,-0.000000,-0.000000,-0.000000,-1.000000,-4.300000,1.000000,0.000000,-0.000000,34.750000,0.000000,0.000000,0.000000,1.000000
000_right_arm_long_wrist_latest:1+Robstride 03 - full:1+3_1_02_090_0073_ASM_1_1_ASM:1+1_2_05_130001_1_1:1,1_2_05_130001_1_1,1_2_05_130001_1_1,True,-1.000000,-0.000000,-0.000000,0.200000,-0.000000,1.000000,0.000000,-3.267422,0.000000,0.000000,-1.000000,31.750000,0.000000,0.000000,0.000000,1.000000
000_right_arm_long_wrist_latest:1+Robstride 03 - full:1+3_1_02_090_0073_ASM_1_1_ASM:1+1_2_05_130001_1_1:2,1_2_05_130001_1_1,1_2_05_130001_1_1,True,-1.000000,-0.000000,-0.000000,-2.126500,-0.000000,1.000000,0.000000,-3.267422,0.000000,0.000000,-1.000000,37.225000,0.000000,0.000000,0.000000,1.000000
000_right_arm_long_wrist_latest:1+Robstride 03 - full:1+3_1_02_090_0073_ASM_1_1_ASM:1+1_2_05_130001_1_1:3,1_2_05_130001_1_1,1_2_05_130001_1_1,True,-1.000000,-0.000000,-0.000000,2.126500,-0.000000,1.000000,0.000000,-3.267422,0.000000,0.000000,-1.000000,37.225000,0.000000,0.000000,0.000000,1.000000
000_right_arm_long_wrist_latest:1+Robstride 03 - full:1+3_1_02_090_0073_ASM_1_1_ASM:1+PBC:1,PBC,PBC,True,-1.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,-1.000000,-8.050000,0.000000,-1.000000,-0.000000,34.750000,0.000000,0.000000,0.000000,1.000000
000_right_arm_long_wrist_latest:1+Robstride 03 - full:1+3_1_02_090_0073_ASM_1_1_ASM:1+CORE:1,CORE,CORE,True,-1.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,-1.000000,-8.050000,0.000000,-1.000000,-0.000000,34.750000,0.000000,0.000000,0.000000,1.000000
000_right_arm_long_wrist_latest:1+Robstride 03 - full:1+BACK_COVER1_1_06_EB903-538_1:1+1_2_05_140095_1_1:1,1_2_05_140095_1_1,1_2_05_140095_1_1,True,0.000000,-0.000000,1.000000,1.875149,-1.000000,0.000000,0.000000,-4.100000,-0.000000,-1.000000,-0.000000,39.277010,0.000000,0.000000,0.000000,1.000000
000_right_arm_long_wrist_latest:1+Robstride 03 - full:1+BACK_COVER1_1_06_EB903-538_1:1+1_2_05_140095_1_1:2,1_2_05_140095_1_1,1_2_05_140095_1_1,True,0.000000,-0.000000,1.000000,-1.875149,-1.000000,0.000000,0.000000,-4.100000,-0.000000,-1.000000,-0.000000,39.277010,0.000000,0.000000,0.000000,1.000000
000_right_arm_long_wrist_latest:1+Robstride 03 - full:1+BACK_COVER1_1_06_EB903-538_1:1+1_2_05_140095_1_1:3,1_2_05_140095_1_1,1_2_05_140095_1_1,True,0.000000,-0.000000,1.000000,-1.875149,-1.000000,0.000000,0.000000,-4.100000,-0.000000,-1.000000,-0.000000,30.222990,0.000000,0.000000,0.000000,1.000000
000_right_arm_long_wrist_latest:1+Robstride 03 - full:1+BACK_COVER1_1_06_EB903-538_1:1+1_2_05_140095_1_1:4,1_2_05_140095_1_1,1_2_05_140095_1_1,True,0.000000,-0.000000,1.000000,1.875149,-1.000000,0.000000,0.000000,-4.100000,-0.000000,-1.000000,-0.000000,30.222990,0.000000,0.000000,0.000000,1.000000
000_right_arm_long_wrist_latest:1+Robstride 03 - full:1+BACK_COVER1_1_06_EB903-538_1:1+1_2_05_020108_1_1:3,1_2_05_020108_1_1,1_2_05_020108_1_1,True,0.000000,-0.000000,1.000000,3.423803,-1.000000,0.000000,0.000000,-3.340000,-0.000000,-1.000000,-0.000000,35.862461,0.000000,0.000000,0.000000,1.000000
000_right_arm_long_wrist_latest:1+Robstride 03 - full:1+BACK_COVER1_1_06_EB903-538_1:1+1_2_05_020108_1_1:4,1_2_05_020108_1_1,1_2_05_020108_1_1,True,0.000000,-0.000000,1.000000,-3.221764,-1.000000,0.000000,0.000000,-3.340000,-0.000000,-1.000000,-0.000000,36.356312,0.000000,0.000000,0.000000,1.000000
000_right_arm_long_wrist_latest:1+Robstride 03 - full:1+BACK_COVER1_1_06_EB903-538_1:1+1_2_05_020108_1_1:2,1_2_05_020108_1_1,1_2_05_020108_1_1,True,0.000000,-0.000000,1.000000,-3.221764,-1.000000,0.000000,0.000000,-3.340000,-0.000000,-1.000000,-0.000000,33.143688,0.000000,0.000000,0.000000,1.000000
000_right_arm_long_wrist_latest:1+Robstride 03 - full:1+BACK_COVER1_1_06_EB903-538_1:1+1_2_05_020108_1_1:1,1_2_05_020108_1_1,1_2_05_020108_1_1,True,0.000000,-0.000000,1.000000,3.423803,-1.000000,0.000000,0.000000,-3.342000,-0.000000,-1.000000,-0.000000,33.637539,0.000000,0.000000,0.000000,1.000000
000_right_arm_long_wrist_latest:1+Robstride 03 - full:1+BACK_COVER1_1_06_EB903-538_1:1,BACK_COVER1_1_06_EB903-538_1,BACK_COVER1_1_06_EB903-538_1,True,0.000000,-1.000000,0.000000,-0.000000,-0.000000,-0.000000,-1.000000,-2.640000,1.000000,0.000000,-0.000000,34.750000,0.000000,0.000000,0.000000,1.000000
000_right_arm_long_wrist_latest:1+shoulder_pitch:shoulder_roll:1+CNC_leg02_x7_RS03_shaft_coupler:1,CNC_leg02_x7_RS03_shaft_coupler,CNC_leg02_x7_RS03_shaft_coupler,True,-0.000000,-1.000000,-0.000000,13.329776,0.000000,-0.000000,1.000000,13.821703,-1.000000,0.000000,0.000000,34.750000,0.000000,0.000000,0.000000,1.000000
000_right_arm_long_wrist_latest:1+shoulder_pitch:shoulder_roll:1+CNC_arm01_x2_shoulder_roll_front_bearing_retainer:1,CNC_arm01_x2_shoulder_roll_front_bearing_retainer,CNC_arm01_x2_shoulder_roll_front_bearing_retainer~2,True,1.000000,-0.000000,0.000000,-0.000000,0.000000,1.000000,-0.000000,-8.300000,-0.000000,0.000000,1.000000,34.750000,0.000000,0.000000,0.000000,1.000000
000_right_arm_long_wrist_latest:1+shoulder_pitch:shoulder_roll:1+CNC_arm02_x2_shoulder_roll_back_bearing_retainer:1,CNC_arm02_x2_shoulder_roll_back_bearing_retainer,CNC_arm02_x2_shoulder_roll_back_bearing_retainer~2,True,1.000000,-0.000000,0.000000,-0.000000,0.000000,1.000000,-0.000000,-8.300000,-0.000000,0.000000,1.000000,34.750000,0.000000,0.000000,0.000000,1.000000
000_right_arm_long_wrist_latest:1+Robstride 06-No Back Cover:1+R06:1+R06-ROTOR:1,R06-ROTOR,R06-ROTOR,True,-0.000000,-0.000000,-1.000000,2.475000,0.965926,0.258819,-0.000000,-17.300000,0.258819,-0.965926,0.000000,34.749999,0.000000,0.000000,0.000000,1.000000
000_right_arm_long_wrist_latest:1+Robstride 06-No Back Cover:1+R06:1+MAIN:1+1_1_06_EB823-507_AF0^1_1_06_EB823-509_ASM_FL82BLW33-48V-35N.m(开模版)(1)_FL82BLW33-48V-35N.m(开模版)(1).STEP:1,1_1_06_EB823-507_AF0^1_1_06_EB823-509_ASM_FL82BLW33-48V-35N.m(开模版)(1)_FL82BLW33-48V-35N.m(开模版)(1).STEP,1_1_06_EB823-507_AF0_1_1_06_EB823-509_ASM_FL82BLW33-48V-35N.m_1__FL82BLW33-48V-35N.m_1_.STEP,True,-0.000000,-0.000000,-1.000000,2.325000,1.000000,0.000000,-0.000000,-17.300000,0.000000,-1.000000,0.000000,34.749999,0.000000,0.000000,0.000000,1.000000
000_right_arm_long_wrist_latest:1+Robstride 06-No Back Cover:1+R06:1+1_1_31_QT-1040^FL82BLW33-48V-35N.m(开模版)(1)_FL82BLW33-48V-35N.m(开模版)(1).STEP:1,1_1_31_QT-1040^FL82BLW33-48V-35N.m(开模版)(1)_FL82BLW33-48V-35N.m(开模版)(1).STEP,1_1_31_QT-1040_FL82BLW33-48V-35N.m_1__FL82BLW33-48V-35N.m_1_.STEP,True,-0.000000,-0.000000,1.000000,-0.975000,0.000000,1.000000,0.000000,-17.300000,-1.000000,0.000000,-0.000000,34.749999,0.000000,0.000000,0.000000,1.000000
000_right_arm_long_wrist_latest:1+Robstride 06-No Back Cover:1+R06:1+weight:1,weight,weight,True,-0.000000,-0.000000,-1.000000,2.325000,1.000000,0.000000,-0.000000,-17.300000,0.000000,-1.000000,0.000000,34.749999,0.000000,0.000000,0.000000,1.000000
000_right_arm_long_wrist_latest:1+Robstride 06-No Back Cover:1+R06:1+bearing_35x44x5_6707_1.6kN_15g:1+half-bearing_35x44x5_6707_1.6kN_15g:1,half-bearing_35x44x5_6707_1.6kN_15g,half-bearing_35x44x5_6707_1.6kN_15g,True,-0.000000,-0.000000,-1.000000,1.825000,1.000000,0.000000,-0.000000,-17.300000,0.000000,-1.000000,0.000000,34.749999,0.000000,0.000000,0.000000,1.000000
000_right_arm_long_wrist_latest:1+Robstride 06-No Back Cover:1+R06:1+bearing_35x44x5_6707_1.6kN_15g:1+half-bearing_35x44x5_6707_1.6kN_15g:2,half-bearing_35x44x5_6707_1.6kN_15g,half-bearing_35x44x5_6707_1.6kN_15g,True,-0.000000,-0.000000,-1.000000,1.825000,1.000000,0.000000,-0.000000,-17.300000,0.000000,-1.000000,0.000000,34.749999,0.000000,0.000000,0.000000,1.000000
000_right_arm_long_wrist_latest:1+shoulder_roll:shoulder_yaw:1+robstride_02-No_back_cover:3+02-3D-20211009(1).stp:1+3_1_02_067_0020_ASM_1_ASM.stp:1+1_2_16_001330_ASM_1_ASM.stp:1+PCBMODEL_ASM_1_ASM.stp:1+JRZS-J2_ASM_1_ASM.stp:1+CONN-TH_4P-XT30PW-M_ASM_1_ASM.stp:1+SOLID-183013_1.stp:1,SOLID-183013_1.stp,SOLID-183013_1.stp~2,True,0.770316,-0.637663,-0.000000,1.569111,-0.615935,-0.744068,-0.258819,-16.934712,0.165039,0.199372,-0.965926,28.854574,0.000000,0.000000,0.000000,1.000000
000_right_arm_long_wrist_latest:1+shoulder_roll:shoulder_yaw:1+robstride_02-No_back_cover:3+02-3D-20211009(1).stp:1+3_1_02_067_0020_ASM_1_ASM.stp:1+1_2_16_001330_ASM_1_ASM.stp:1+PCBMODEL_ASM_1_ASM.stp:1+JRZS-J1_ASM_1_ASM.stp:1+CONN-TH_4P-XT30PW-M_ASM_1_ASM.stp:2+SOLID-183013_1.stp:1,SOLID-183013_1.stp,SOLID-183013_1.stp~2,True,-0.770316,0.637663,-0.000000,-1.587325,0.615935,0.744068,-0.258819,-20.617855,-0.165039,-0.199372,-0.965926,29.841469,0.000000,0.000000,0.000000,1.000000
000_right_arm_long_wrist_latest:1+shoulder_roll:shoulder_yaw:1+robstride_02-No_back_cover:3+02-3D-20211009(1).stp:1+3_1_02_067_0020_ASM_1_ASM.stp:1+1_2_16_001330_ASM_1_ASM.stp:1+PCBMODEL_ASM_1_ASM.stp:1+BOARD-17_1.stp:1,BOARD-17_1.stp,BOARD-17_1.stp~2,True,0.770316,0.637663,0.000000,0.006835,-0.615935,0.744068,0.258819,-18.757681,0.165039,-0.199372,0.965926,29.343037,0.000000,0.000000,0.000000,1.000000
000_right_arm_long_wrist_latest:1+shoulder_roll:shoulder_yaw:1+robstride_02-No_back_cover:3+02-3D-20211009(1).stp:1+3_1_02_067_0020_ASM_1_ASM.stp:1+1_1_06_EB673-516_1.stp:1,1_1_06_EB673-516_1.stp,1_1_06_EB673-516_1.stp~2,True,0.808401,-0.588632,0.000000,-2.007974,0.568575,0.780855,0.258819,-25.284171,-0.152349,-0.209230,0.965926,29.797710,0.000000,0.000000,0.000000,1.000000
000_right_arm_long_wrist_latest:1+shoulder_roll:shoulder_yaw:1+robstride_02-No_back_cover:3+02-3D-20211009(1).stp:1+3_1_02_067_0020_ASM_1_ASM.stp:1+shaft 1_1_02_EB671-502_1.stp:1,shaft 1_1_02_EB671-502_1.stp,shaft_1_1_02_EB671-502_1.stp~2,True,-0.939693,0.342020,0.000000,0.000000,-0.330366,-0.907673,0.258819,-19.600901,0.088521,0.243210,0.965926,26.162919,0.000000,0.000000,0.000000,1.000000
000_right_arm_long_wrist_latest:1+shoulder_roll:shoulder_yaw:1+robstride_02-No_back_cover:3+02-3D-20211009(1).stp:1+3_1_02_067_0020_ASM_1_ASM.stp:1+1_1_04_EB672-503_1.stp:1,1_1_04_EB672-503_1.stp,1_1_04_EB672-503_1.stp~2,True,-0.642788,-0.766044,-0.000000,0.000000,-0.739942,0.620885,-0.258819,-18.995264,0.198267,-0.166366,-0.965926,28.423185,0.000000,0.000000,0.000000,1.000000
000_right_arm_long_wrist_latest:1+shoulder_roll:shoulder_yaw:1+robstride_02-No_back_cover:3+02-3D-20211009(1).stp:1+3_1_02_067_0020_ASM_1_ASM.stp:1+1_2_05_QT-647_1.stp:1,1_2_05_QT-647_1.stp,1_2_05_QT-647_1.stp~2,True,-0.808401,0.000000,-0.588632,0.771345,-0.568575,0.258819,0.780855,-18.314389,0.152349,0.965926,-0.209230,27.412524,0.000000,0.000000,0.000000,1.000000
000_right_arm_long_wrist_latest:1+shoulder_roll:shoulder_yaw:1+robstride_02-No_back_cover:3+02-3D-20211009(1).stp:1+3_1_02_067_0020_ASM_1_ASM.stp:1+1_2_05_QT-647_1.stp:2,1_2_05_QT-647_1.stp,1_2_05_QT-647_1.stp~2,True,0.913971,0.000000,-0.405780,-1.181769,-0.391953,0.258819,-0.882828,-19.001042,0.105024,0.965926,0.236553,27.596512,0.000000,0.000000,0.000000,1.000000
000_right_arm_long_wrist_latest:1+shoulder_roll:shoulder_yaw:1+robstride_02-No_back_cover:3+02-3D-20211009(1).stp:1+3_1_02_067_0020_ASM_1_ASM.stp:1+1_2_05_QT-647_1.stp:3,1_2_05_QT-647_1.stp,1_2_05_QT-647_1.stp~2,True,-0.105570,0.000000,0.994412,0.410424,0.960528,0.258819,0.101973,-20.291528,-0.257373,0.965926,-0.027323,27.942297,0.000000,0.000000,0.000000,1.000000
000_right_arm_long_wrist_latest:1+shoulder_roll:shoulder_yaw:1+robstride_02-No_back_cover:3+02-3D-20211009(1).stp:1+3_1_02_067_0020_ASM_1_ASM.stp:1+1_1_31_PL674-504_1.stp:1,1_1_31_PL674-504_1.stp,1_1_31_PL674-504_1.stp~2,True,-0.821351,0.570423,-0.000000,2.543140,0.550987,0.793364,-0.258819,-16.568769,-0.147636,-0.212581,-0.965926,27.462425,0.000000,0.000000,0.000000,1.000000
000_right_arm_long_wrist_latest:1+shoulder_roll:shoulder_yaw:1+robstride_02-No_back_cover:3+02-3D-20211009(1).stp:1+3_1_02_067_0020_ASM_1_ASM.stp:1+1_2_04_670601_1.stp:1,1_2_04_670601_1.stp,1_2_04_670601_1.stp~2,True,0.808401,-0.588632,0.000000,0.000000,0.568575,0.780855,0.258819,-19.719957,-0.152349,-0.209230,0.965926,25.718593,0.000000,0.000000,0.000000,1.000000
000_right_arm_long_wrist_latest:1+shoulder_roll:shoulder_yaw:1+robstride_02-No_back_cover:3+02-3D-20211009(1).stp:1+3_1_02_067_0020_ASM_1_ASM.stp:1+1_2_06_000392_1.stp:1,1_2_06_000392_1.stp,1_2_06_000392_1.stp~2,True,0.808401,-0.588632,0.000000,0.000000,0.568575,0.780855,0.258819,-19.736522,-0.152349,-0.209230,0.965926,25.656774,0.000000,0.000000,0.000000,1.000000
000_right_arm_long_wrist_latest:1+shoulder_roll:shoulder_yaw:1+robstride_02-No_back_cover:3+02-3D-20211009(1).stp:1+3_1_02_067_0020_ASM_1_ASM.stp:1+1_2_05_QT-170_1.stp:1,1_2_05_QT-170_1.stp,1_2_05_QT-170_1.stp~2,True,-0.808401,-0.588632,-0.000000,-1.992432,-0.568575,0.780855,-0.258819,-18.980282,0.152349,-0.209230,-0.965926,29.152784,0.000000,0.000000,0.000000,1.000000
000_right_arm_long_wrist_latest:1+shoulder_roll:shoulder_yaw:1+robstride_02-No_back_cover:3+02-3D-20211009(1).stp:1+3_1_02_067_0020_ASM_1_ASM.stp:1+1_2_05_QT-170_1.stp:2,1_2_05_QT-170_1.stp,1_2_05_QT-170_1.stp~2,True,-0.588632,0.808401,-0.000000,-0.174362,0.780855,0.568575,-0.258819,-16.887320,-0.209230,-0.152349,-0.965926,28.591976,0.000000,0.000000,0.000000,1.000000
000_right_arm_long_wrist_latest:1+shoulder_roll:shoulder_yaw:1+robstride_02-No_back_cover:3+02-3D-20211009(1).stp:1+3_1_02_067_0020_ASM_1_ASM.stp:1+1_2_05_QT-170_1.stp:3,1_2_05_QT-170_1.stp,1_2_05_QT-170_1.stp~2,True,0.808401,0.588632,-0.000000,1.992432,0.568575,-0.780855,-0.258819,-18.643440,-0.152349,0.209230,-0.965926,29.062527,0.000000,0.000000,0.000000,1.000000
000_right_arm_long_wrist_latest:1+shoulder_roll:shoulder_yaw:1+robstride_02-No_back_cover:3+02-3D-20211009(1).stp:1+3_1_02_067_0020_ASM_1_ASM.stp:1+1_2_05_QT-170_1.stp:4,1_2_05_QT-170_1.stp,1_2_05_QT-170_1.stp~2,True,0.588632,-0.808401,-0.000000,0.174362,-0.780855,-0.568575,-0.258819,-20.736402,0.209230,0.152349,-0.965926,29.623335,0.000000,0.000000,0.000000,1.000000
000_right_arm_long_wrist_latest:1+shoulder_roll:shoulder_yaw:1+robstride_02-No_back_cover:3+02-3D-20211009(1).stp:1+3_1_02_067_0020_ASM_1_ASM.stp:1+1_2_05_030080_1.stp:1,1_2_05_030080_1.stp,1_2_05_030080_1.stp~2,True,-0.808401,0.000000,-0.588632,-2.346175,-0.568575,0.258819,0.780855,-21.657230,0.152349,0.965926,-0.209230,29.291748,0.000000,0.000000,0.000000,1.000000
000_right_arm_long_wrist_latest:1+shoulder_roll:shoulder_yaw:1+robstride_02-No_back_cover:3+Component21:1,Component21,Component21~2,True,0.642788,0.766044,-0.000000,0.000000,0.739942,-0.620885,-0.258819,-19.681135,-0.198267,0.166366,-0.965926,25.863482,0.000000,0.000000,0.000000,1.000000
000_right_arm_long_wrist_latest:1+shoulder_roll:shoulder_yaw:1+3DP_arm05_x4_RS02_shaft_bearing_retainer:1,3DP_arm05_x4_RS02_shaft_bearing_retainer,3DP_arm05_x4_RS02_shaft_bearing_retainer~2,True,1.000000,-0.000000,0.000000,0.000000,0.000000,0.965926,0.258819,-8.606667,-0.000000,-0.258819,0.965926,32.420629,0.000000,0.000000,0.000000,1.000000
000_right_arm_long_wrist_latest:1+shoulder_roll:shoulder_yaw:1+CNC_arm10_x4_r03_back_cover:1,CNC_arm10_x4_r03_back_cover,CNC_arm10_x4_r03_back_cover~2,True,-1.000000,-0.000000,0.000000,0.000000,0.000000,-0.965926,0.258819,-25.993333,0.000000,0.258819,0.965926,37.079370,0.000000,0.000000,0.000000,1.000000
000_right_arm_long_wrist_latest:1+shoulder_roll:shoulder_yaw:1+CNC_arm04_x4_shoulder_elbow_support_shaft:1,CNC_arm04_x4_shoulder_elbow_support_shaft,CNC_arm04_x4_shoulder_elbow_support_shaft~2,True,1.000000,-0.000000,0.000000,0.000000,0.000000,0.965926,0.258819,-8.606667,-0.000000,-0.258819,0.965926,32.420629,0.000000,0.000000,0.000000,1.000000
000_right_arm_long_wrist_latest:1+shoulder_roll:shoulder_yaw:1+CNC_arm03_x2_shoulder_roll_output_shaft:1,CNC_arm03_x2_shoulder_roll_output_shaft,CNC_arm03_x2_shoulder_roll_output_shaft~2,True,-1.000000,-0.000000,-0.000000,0.000000,0.000000,0.965926,-0.258819,-8.606667,0.000000,-0.258819,-0.965926,32.420629,0.000000,0.000000,0.000000,1.000000
000_right_arm_long_wrist_latest:1+shoulder_yaw:elbow:1+3DP_arm06_x4_RS02_shaft_coupler:1+Knurled Insert M3xH8:1,Knurled Insert M3xH8,Knurled_Insert_M3xH8~2,True,1.000000,-0.000000,-0.000000,1.500000,-0.000000,-0.965926,-0.258819,-19.583430,-0.000000,0.258819,-0.965926,18.693896,0.000000,0.000000,0.000000,1.000000
000_right_arm_long_wrist_latest:1+shoulder_yaw:elbow:1+3DP_arm06_x4_RS02_shaft_coupler:1+Knurled Insert M3xH8:2,Knurled Insert M3xH8,Knurled_Insert_M3xH8~2,True,1.000000,-0.000000,-0.000000,0.000000,-0.000000,-0.965926,-0.258819,-19.583430,-0.000000,0.258819,-0.965926,18.693896,0.000000,0.000000,0.000000,1.000000
000_right_arm_long_wrist_latest:1+shoulder_yaw:elbow:1+3DP_arm06_x4_RS02_shaft_coupler:1+Knurled Insert M3xH8:3,Knurled Insert M3xH8,Knurled_Insert_M3xH8~2,True,1.000000,-0.000000,-0.000000,-1.500000,-0.000000,-0.965926,-0.258819,-19.583430,-0.000000,0.258819,-0.965926,18.693896,0.000000,0.000000,0.000000,1.000000
000_right_arm_long_wrist_latest:1+shoulder_yaw:elbow:1+3DP_arm06_x4_RS02_shaft_coupler:1+Knurled Insert M3xH8:4,Knurled Insert M3xH8,Knurled_Insert_M3xH8~2,True,1.000000,-0.000000,0.000000,1.500000,0.000000,0.965926,0.258819,-23.350541,-0.000000,-0.258819,0.965926,19.703290,0.000000,0.000000,0.000000,1.000000
000_right_arm_long_wrist_latest:1+shoulder_yaw:elbow:1+3DP_arm06_x4_RS02_shaft_coupler:1+Knurled Insert M3xH8:5,Knurled Insert M3xH8,Knurled_Insert_M3xH8~2,True,1.000000,0.000000,-0.000000,0.000000,-0.000000,0.965926,0.258819,-23.350541,0.000000,-0.258819,0.965926,19.703290,0.000000,0.000000,0.000000,1.000000
000_right_arm_long_wrist_latest:1+shoulder_yaw:elbow:1+3DP_arm06_x4_RS02_shaft_coupler:1+Knurled Insert M3xH8:6,Knurled Insert M3xH8,Knurled_Insert_M3xH8~2,True,1.000000,-0.000000,0.000000,-1.500000,0.000000,0.965926,0.258819,-23.350541,-0.000000,-0.258819,0.965926,19.703290,0.000000,0.000000,0.000000,1.000000
000_right_arm_long_wrist_latest:1+shoulder_yaw:elbow:1+3DP_arm06_x4_RS02_shaft_coupler:1,3DP_arm06_x4_RS02_shaft_coupler,3DP_arm06_x4_RS02_shaft_coupler~2,True,1.000000,-0.000000,0.000000,0.000000,0.000000,0.965926,0.258819,-8.606667,-0.000000,-0.258819,0.965926,32.420629,0.000000,0.000000,0.000000,1.000000
000_right_arm_long_wrist_latest:1+shoulder_yaw:elbow:1+CNC_arm07_x2_elbow_front_bearing_retainer:1,CNC_arm07_x2_elbow_front_bearing_retainer,CNC_arm07_x2_elbow_front_bearing_retainer~2,True,1.000000,-0.000000,0.000000,0.000000,0.000000,0.965926,0.258819,-8.606667,-0.000000,-0.258819,0.965926,32.420629,0.000000,0.000000,0.000000,1.000000
000_right_arm_long_wrist_latest:1+shoulder_yaw:elbow:1+CNC_arm08_x2_elbow_back_bearing_retainer:1,CNC_arm08_x2_elbow_back_bearing_retainer,CNC_arm08_x2_elbow_back_bearing_retainer~2,True,1.000000,-0.000000,0.000000,0.000000,0.000000,0.965926,0.258819,-8.606667,-0.000000,-0.258819,0.965926,32.420629,0.000000,0.000000,0.000000,1.000000
000_right_arm_long_wrist_latest:1+robstride_02-No_back_cover:1+02-3D-20211009(1).stp:1+3_1_02_067_0020_ASM_1_ASM.stp:1+1_2_16_001330_ASM_1_ASM.stp:1+PCBMODEL_ASM_1_ASM.stp:1+JRZS-J2_ASM_1_ASM.stp:1+CONN-TH_4P-XT30PW-M_ASM_1_ASM.stp:1+SOLID-183013_1.stp:1,SOLID-183013_1.stp,SOLID-183013_1.stp~2,True,0.167074,0.985944,0.000000,-2.411549,-0.255181,0.043242,-0.965926,-21.172362,-0.952349,0.161381,0.258819,13.923033,0.000000,0.000000,0.000000,1.000000
000_right_arm_long_wrist_latest:1+robstride_02-No_back_cover:1+02-3D-20211009(1).stp:1+3_1_02_067_0020_ASM_1_ASM.stp:1+1_2_16_001330_ASM_1_ASM.stp:1+PCBMODEL_ASM_1_ASM.stp:1+JRZS-J1_ASM_1_ASM.stp:1+CONN-TH_4P-XT30PW-M_ASM_1_ASM.stp:2+SOLID-183013_1.stp:1,SOLID-183013_1.stp,SOLID-183013_1.stp~2,True,-0.167074,-0.985944,0.000000,2.468885,0.255181,-0.043242,-0.965926,-20.958313,0.952349,-0.161381,0.258819,14.721873,0.000000,0.000000,0.000000,1.000000
