fusion_name,file_name,kind,qty,bodies,children,material,mass_g,bbox_x_mm,bbox_y_mm,bbox_z_mm,linked,out_of_date,path,color_rgb,appearance,com_x_mm,com_y_mm,com_z_mm,ixx,iyy,izz,ixy,iyz,ixz
R_0603-3601_AF0_ASM,R_0603-3601_AF0_ASM,subassembly,18,0,3,,0.0,1.6,0.8,0.4,False,,dovetail_umi_gripper:1+wareshare_st_servo_controller v7:1+R2:1+R0603:1+R_0603-3615_AF0_ASM:1+R_0603-3601_AF0_ASM:1,,,0.0,-0.0,0.199,0.0,0.0,0.0,-0.0,-0.0,-0.0
5_1_2_3_400,5_1_2_3_400,part,18,1,0,servo_board,0.0,0.3,0.8,0.4,False,,dovetail_umi_gripper:1+wareshare_st_servo_controller v7:1+R2:1+R0603:1+R_0603-3615_AF0_ASM:1+R_0603-3601_AF0_ASM:1+5_1_2_3_400:1,"255,255,255","Opaque(255,255,255)",0.715,-0.0,0.194,0.0,0.0,0.0,-0.0,0.0,-0.0
_2_1_2_3_4_AF0,2_1_2_3_4_AF0,part,18,1,0,servo_board,0.0,0.3,0.8,0.4,False,,dovetail_umi_gripper:1+wareshare_st_servo_controller v7:1+R2:1+R0603:1+R_0603-3615_AF0_ASM:1+R_0603-3601_AF0_ASM:1+_2_1_2_3_4_AF0:1,"255,255,255","Opaque(255,255,255)",-0.715,-0.0,0.196,0.0,0.0,0.0,-0.0,0.0,0.0
_7_1_2_AF0,7_1_2_AF0,part,18,1,0,servo_board,0.0,1.5,0.8,0.4,False,,dovetail_umi_gripper:1+wareshare_st_servo_controller v7:1+R2:1+R0603:1+R_0603-3615_AF0_ASM:1+R_0603-3601_AF0_ASM:1+_7_1_2_AF0:1,"255,255,255","Opaque(255,255,255)",0.0,0.0,0.2,0.0,0.0,0.0,-0.0,-0.0,-0.0
R3,R3,subassembly,2,0,1,,0.0,0.8,1.6,0.4,False,,dovetail_umi_gripper:1+wareshare_st_servo_controller v7:1+R3:1,,,33.8,12.25,0.199,0.8,5.8,6.6,-2.1,-0.0,-0.0
R4,R4,subassembly,2,0,1,,0.0,1.6,0.8,0.4,False,,dovetail_umi_gripper:1+wareshare_st_servo_controller v7:1+R4:1,,,10.35,24.15,0.199,3.0,0.5,3.5,-1.3,-0.0,-0.0
R5,R5,subassembly,2,0,1,,0.0,0.8,1.6,0.4,False,,dovetail_umi_gripper:1+wareshare_st_servo_controller v7:1+R5:1,,,15.395,20.065,0.199,2.1,1.2,3.3,-1.6,-0.0,-0.0
R6,R6,subassembly,2,0,1,,0.0,1.6,0.8,0.4,False,,dovetail_umi_gripper:1+wareshare_st_servo_controller v7:1+R6:1,,,10.35,22.65,0.199,2.6,0.5,3.2,-1.2,-0.0,-0.0
R7,R7,subassembly,2,0,1,,0.0,0.8,1.6,0.4,False,,dovetail_umi_gripper:1+wareshare_st_servo_controller v7:1+R7:1,,,3.545,23.415,0.199,2.8,0.1,2.9,-0.4,-0.0,-0.0
R8,R8,subassembly,2,0,1,,0.0,0.8,1.6,0.4,False,,dovetail_umi_gripper:1+wareshare_st_servo_controller v7:1+R8:1,,,7.845,19.115,0.199,1.9,0.3,2.2,-0.8,-0.0,-0.0
R9,R9,subassembly,2,0,1,,0.0,0.8,1.6,0.4,False,,dovetail_umi_gripper:1+wareshare_st_servo_controller v7:1+R9:1,,,39.85,12.25,0.199,0.8,8.1,8.9,-2.5,-0.0,-0.0
Type_C1,Type_C1,subassembly,2,0,1,,2.2,9.6,32.7,4.2,False,,dovetail_umi_gripper:1+wareshare_st_servo_controller v7:1+Type_C1:1,,,32.109,-4.435,1.66,274.3,2324.6,2580.9,317.6,16.8,-118.8
698b116-264-211,698b116-264-211,subassembly,2,0,22,,2.2,9.6,4.2,32.7,False,,dovetail_umi_gripper:1+wareshare_st_servo_controller v7:1+Type_C1:1+698b116-264-211:1,,,16.036,13.16,-0.703,611.6,812.5,979.0,-470.6,20.3,25.1
SOLID (1),SOLID_1,part,2,1,0,servo_board,0.0,0.3,1.5,0.9,False,,dovetail_umi_gripper:1+wareshare_st_servo_controller v7:1+Type_C1:1+698b116-264-211:1+SOLID (1):1,"191,189,187",Iron - Polished,13.773,12.058,-11.442,0.2,0.2,0.2,-0.1,0.1,0.1
SOLID (10),SOLID_10,part,2,1,0,servo_board,0.0,0.3,0.3,5.7,False,,dovetail_umi_gripper:1+wareshare_st_servo_controller v7:1+Type_C1:1+698b116-264-211:1+SOLID (10):1,"191,189,187",Iron - Polished,15.787,12.884,-8.3,0.4,0.6,0.7,-0.4,0.2,0.2
SOLID (11),SOLID_11,part,2,1,0,servo_board,0.0,0.9,1.6,7.2,False,,dovetail_umi_gripper:1+wareshare_st_servo_controller v7:1+Type_C1:1+698b116-264-211:1+SOLID (11):1,"191,189,187",Iron - Polished,18.907,12.747,-8.896,0.9,1.6,1.9,-0.9,0.4,0.6
SOLID (12),SOLID_12,part,2,1,0,servo_board,0.0,0.4,2.0,6.8,False,,dovetail_umi_gripper:1+wareshare_st_servo_controller v7:1+Type_C1:1+698b116-264-211:1+SOLID (12):1,"191,189,187",Iron - Polished,17.302,13.18,-8.977,0.7,1.1,1.3,-0.6,0.3,0.4
SOLID (13),SOLID_13,part,2,1,0,servo_board,0.0,0.4,0.3,5.9,False,,dovetail_umi_gripper:1+wareshare_st_servo_controller v7:1+Type_C1:1+698b116-264-211:1+SOLID (13):1,"191,189,187",Iron - Polished,17.306,12.883,-8.148,0.5,0.8,1.0,-0.5,0.2,0.3
SOLID (14),SOLID_14,part,2,1,0,servo_board,0.0,0.4,2.0,6.8,False,,dovetail_umi_gripper:1+wareshare_st_servo_controller v7:1+Type_C1:1+698b116-264-211:1+SOLID (14):1,"191,189,187",Iron - Polished,14.787,13.204,-8.925,0.8,0.9,1.2,-0.6,0.4,0.4
SOLID (15),SOLID_15,part,2,1,0,servo_board,0.0,0.4,0.3,5.9,False,,dovetail_umi_gripper:1+wareshare_st_servo_controller v7:1+Type_C1:1+698b116-264-211:1+SOLID (15):1,"191,189,187",Iron - Polished,14.787,12.882,-8.175,0.6,0.7,0.9,-0.5,0.3,0.3
SOLID (16),SOLID_16,part,2,1,0,servo_board,0.0,0.9,1.6,7.2,False,,dovetail_umi_gripper:1+wareshare_st_servo_controller v7:1+Type_C1:1+698b116-264-211:1+SOLID (16):1,"191,189,187",Iron - Polished,13.165,12.745,-8.906,0.9,1.0,1.3,-0.6,0.4,0.4
SOLID (17),SOLID_17,part,2,1,0,servo_board,0.0,0.3,0.3,4.2,False,,dovetail_umi_gripper:1+wareshare_st_servo_controller v7:1+Type_C1:1+698b116-264-211:1+SOLID (17):1,"191,189,187",Iron - Polished,15.287,13.453,-7.552,0.3,0.4,0.5,-0.3,0.1,0.1
SOLID (18),SOLID_18,part,2,1,0,servo_board,0.0,0.3,0.3,4.2,False,,dovetail_umi_gripper:1+wareshare_st_servo_controller v7:1+Type_C1:1+698b116-264-211:1+SOLID (18):1,"191,189,187",Iron - Polished,16.787,13.453,-7.552,0.3,0.4,0.6,-0.3,0.1,0.2
SOLID (19),SOLID_19,part,2,1,0,servo_board,0.0,1.1,2.0,7.2,False,,dovetail_umi_gripper:1+wareshare_st_servo_controller v7:1+Type_C1:1+698b116-264-211:1+SOLID (19):1,"191,189,187",Iron - Polished,18.933,13.077,-9.516,1.3,2.3,2.7,-1.2,0.6,0.9
SOLID (2),SOLID_2,part,2,1,0,servo_board,0.0,0.3,1.5,0.9,False,,dovetail_umi_gripper:1+wareshare_st_servo_controller v7:1+Type_C1:1+698b116-264-211:1+SOLID (2):1,"191,189,187",Iron - Polished,18.301,12.058,-11.442,0.2,0.3,0.3,-0.1,0.1,0.1
SOLID (20),SOLID_20,part,2,1,0,servo_board,0.0,1.1,2.0,7.2,False,,dovetail_umi_gripper:1+wareshare_st_servo_controller v7:1+Type_C1:1+698b116-264-211:1+SOLID (20):1,"191,189,187",Iron - Polished,13.143,13.081,-9.501,1.3,1.3,1.7,-0.9,0.6,0.6
SOLID (21),SOLID_21,part,2,1,0,servo_board,1.5,9.6,4.2,32.6,False,,dovetail_umi_gripper:1+wareshare_st_servo_controller v7:1+Type_C1:1+698b116-264-211:1+SOLID (21):1,"191,189,187",Iron - Polished,16.037,13.205,3.213,429.6,566.8,675.3,-323.7,-64.2,-78.7
SOLID (3),SOLID_3,part,2,1,0,servo_board,0.0,0.3,1.5,0.9,False,,dovetail_umi_gripper:1+wareshare_st_servo_controller v7:1+Type_C1:1+698b116-264-211:1+SOLID (3):1,"191,189,187",Iron - Polished,14.287,12.084,-11.435,0.2,0.2,0.2,-0.1,0.1,0.1
SOLID (4),SOLID_4,part,2,1,0,servo_board,0.0,0.3,1.5,0.9,False,,dovetail_umi_gripper:1+wareshare_st_servo_controller v7:1+Type_C1:1+698b116-264-211:1+SOLID (4):1,"191,189,187",Iron - Polished,17.787,12.084,-11.435,0.2,0.2,0.3,-0.1,0.1,0.1
SOLID (5),SOLID_5,part,2,1,0,servo_board,0.0,0.3,2.0,6.6,False,,dovetail_umi_gripper:1+wareshare_st_servo_controller v7:1+Type_C1:1+698b116-264-211:1+SOLID (5):1,"191,189,187",Iron - Polished,15.787,13.133,-9.221,0.6,0.8,1.0,-0.5,0.3,0.4
SOLID (6),SOLID_6,part,2,1,0,servo_board,0.0,0.3,2.0,6.6,False,,dovetail_umi_gripper:1+wareshare_st_servo_controller v7:1+Type_C1:1+698b116-264-211:1+SOLID (6):1,"191,189,187",Iron - Polished,16.287,13.132,-9.223,0.6,0.9,1.1,-0.5,0.3,0.4
SOLID (7),SOLID_7,part,2,1,0,servo_board,0.0,0.3,1.6,6.6,False,,dovetail_umi_gripper:1+wareshare_st_servo_controller v7:1+Type_C1:1+698b116-264-211:1+SOLID (7):1,"191,189,187",Iron - Polished,15.287,12.691,-9.058,0.6,0.7,0.9,-0.4,0.3,0.3
SOLID (8),SOLID_8,part,2,1,0,servo_board,0.0,0.3,1.6,6.6,False,,dovetail_umi_gripper:1+wareshare_st_servo_controller v7:1+Type_C1:1+698b116-264-211:1+SOLID (8):1,"191,189,187",Iron - Polished,16.787,12.691,-9.058,0.6,0.8,1.0,-0.5,0.3,0.3
SOLID (9),SOLID_9,part,2,1,0,servo_board,0.0,0.3,0.3,5.7,False,,dovetail_umi_gripper:1+wareshare_st_servo_controller v7:1+Type_C1:1+698b116-264-211:1+SOLID (9):1,"191,189,187",Iron - Polished,16.287,12.884,-8.3,0.4,0.6,0.7,-0.4,0.2,0.2
SOLID,SOLID,part,2,1,0,servo_board,0.7,8.4,3.6,7.1,False,,dovetail_umi_gripper:1+wareshare_st_servo_controller v7:1+Type_C1:1+698b116-264-211:1+SOLID:1,"191,189,187",Iron - Polished,16.034,13.07,-9.249,170.3,229.9,284.1,-137.4,79.2,97.2
U1,U1,subassembly,2,0,1,,0.1,3.0,3.0,0.9,False,,dovetail_umi_gripper:1+wareshare_st_servo_controller v7:1+U1:1,,,28.763,12.254,0.454,12.1,66.3,78.3,-28.2,-0.4,-1.0
User_Library-QFN-16,User_Library-QFN-16,part,2,1,0,servo_board,0.1,3.0,3.0,0.9,False,,dovetail_umi_gripper:1+wareshare_st_servo_controller v7:1+U1:1+User_Library-QFN-16:1,"203,210,239","Opaque(203,210,239)",-0.001,-0.001,0.454,0.1,0.1,0.1,0.0,0.0,0.0
U2,U2,subassembly,2,0,1,,0.4,7.0,6.5,1.7,False,,dovetail_umi_gripper:1+wareshare_st_servo_controller v7:1+U2:1,,,24.526,22.023,0.761,175.0,216.1,390.5,-193.3,-6.0,-6.7
TO-223,TO-223,subassembly,2,0,5,,0.4,6.5,1.7,7.0,False,,dovetail_umi_gripper:1+wareshare_st_servo_controller v7:1+U2:1+TO-223:1,,,-0.0,-0.039,-0.032,0.6,1.6,1.2,-0.0,-0.0,0.0
User_Library-TO-223_1_1,User_Library-TO-223_1_1,part,2,1,0,servo_board,0.3,6.5,1.6,3.5,False,,dovetail_umi_gripper:1+wareshare_st_servo_controller v7:1+U2:1+TO-223:1+User_Library-TO-223_1_1:1,"64,64,64","Opaque(63,63,63)",-0.0,-0.0,-0.0,0.4,1.4,1.2,0.0,-0.0,-0.0
User_Library-TO-223_2_1,User_Library-TO-223_2_1,part,2,1,0,servo_board,0.0,3.1,0.8,1.8,False,,dovetail_umi_gripper:1+wareshare_st_servo_controller v7:1+U2:1+TO-223:1+User_Library-TO-223_2_1:1,"191,191,191","Opaque(191,191,191)",0.0,-0.493,-2.589,0.1,0.1,0.0,0.0,-0.0,-0.0
User_Library-TO-223_3_1,User_Library-TO-223_3_1,part,2,1,0,servo_board,0.0,0.8,0.8,1.8,False,,dovetail_umi_gripper:1+wareshare_st_servo_controller v7:1+U2:1+TO-223:1+User_Library-TO-223_3_1:1,"191,191,191","Opaque(191,191,191)",2.3,-0.492,2.589,0.0,0.0,0.0,0.0,0.0,-0.0
User_Library-TO-223_4_1,User_Library-TO-223_4_1,part,2,1,0,servo_board,0.0,0.8,0.8,1.8,False,,dovetail_umi_gripper:1+wareshare_st_servo_controller v7:1+U2:1+TO-223:1+User_Library-TO-223_4_1:1,"191,191,191","Opaque(191,191,191)",-0.0,-0.492,2.589,0.0,0.0,0.0,-0.0,0.0,0.0
User_Library-TO-223_5_1,User_Library-TO-223_5_1,part,2,1,0,servo_board,0.0,0.8,0.8,1.8,False,,dovetail_umi_gripper:1+wareshare_st_servo_controller v7:1+U2:1+TO-223:1+User_Library-TO-223_5_1:1,"191,191,191","Opaque(191,191,191)",-2.3,-0.492,2.589,0.0,0.0,0.0,-0.0,0.0,0.0
U3,U3,subassembly,2,0,6,,0.0,2.6,3.0,0.7,False,,dovetail_umi_gripper:1+wareshare_st_servo_controller v7:1+U3:1,,,12.377,19.114,0.338,11.5,4.8,16.3,-7.4,-0.2,-0.1
1653192640,1653192640,subassembly,20,0,1,,0.0,1.2,0.4,0.2,False,,dovetail_umi_gripper:1+wareshare_st_servo_controller v7:1+U3:1+1653192640:1,,,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0
Extruded,Extruded,part,20,1,0,servo_board,0.0,1.2,0.4,0.2,False,,dovetail_umi_gripper:1+wareshare_st_servo_controller v7:1+U3:1+1653192640:1+Extruded:1,"195,207,205","Opaque(195,207,205)",0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0
736125216,736125216,subassembly,4,0,1,,0.0,1.4,3.0,0.7,False,,dovetail_umi_gripper:1+wareshare_st_servo_controller v7:1+U3:1+736125216:1,,,0.001,0.003,0.327,0.0,0.0,0.0,0.0,-0.0,-0.0
Extruded (1),Extruded_1,part,4,1,0,servo_board,0.0,1.4,3.0,0.7,False,,dovetail_umi_gripper:1+wareshare_st_servo_controller v7:1+U3:1+736125216:1+Extruded (1):1,"27,27,27","Opaque(27,27,27)",0.001,0.003,0.327,0.0,0.0,0.0,0.0,-0.0,-0.0
U4,U4,subassembly,2,0,6,,0.0,2.6,3.0,0.7,False,,dovetail_umi_gripper:1+wareshare_st_servo_controller v7:1+U4:1,,,4.827,19.114,0.338,11.5,0.7,12.3,-2.9,-0.2,-0.1
v2.1_lower_body_latest,v2.1_lower_body_latest,subassembly,1,0,173,,17512.0,235.1,395.2,667.7,True,,v2.1_lower_body_latest:1,,,7.472,-0.412,-196.116,1433044910.9,1223702672.3,255591792.0,69272.9,-1831164.8,51018457.3
CNC_leg03_x5_RS03_shaft_bearing_retainer,CNC_leg03_x5_RS03_shaft_bearing_retainer,part,4,1,0,Aluminum 6061,35.6,99.2,99.2,9.5,True,,v2.1_lower_body_latest:1+CNC_leg03_x5_RS03_shaft_bearing_retainer:4,"245,245,246",Aluminum - Satin,-0.0,133.298,-222.749,2427189.8,1793926.3,683986.5,-0.0,1058225.0,-0.0
Robstride 03 - no back cover,Robstride_03_-_no_back_cover,subassembly,10,0,1,,884.2,99.6,98.6,55.4,True,,v2.1_lower_body_latest:1+Robstride 03 - no back cover:1,,,0.112,-0.031,-20.185,946722.5,942058.3,895192.4,-175.3,-1170.3,2475.1
3_1_02_090_0073_ASM_1_1_ASM,3_1_02_090_0073_ASM_1_1_ASM,subassembly,10,0,12,,884.2,99.6,98.6,55.4,False,,v2.1_lower_body_latest:1+Robstride 03 - no back cover:1+3_1_02_090_0073_ASM_1_1_ASM:1,,,0.112,-0.031,-7.727,1002294.1,997629.9,895192.4,-175.3,-216.7,1693.2
1_1_02_EB901-547_1_rotor,1_1_02_EB901-547_1_rotor,part,10,1,0,Aluminum A356 T6,37.1,47.0,47.0,11.5,False,,v2.1_lower_body_latest:1+Robstride 03 - no back cover:1+3_1_02_090_0073_ASM_1_1_ASM:1+1_1_02_EB901-547_1_rotor:1,"245,245,246",Aluminum - Satin,0.0,-0.0,5.605,7367.5,7367.5,11629.2,0.0,0.0,-0.0
1_1_06_EB903-534_ASM_1_1_ASM,1_1_06_EB903-534_ASM_1_1_ASM,subassembly,10,0,1,,153.6,99.5,98.6,39.5,False,,v2.1_lower_body_latest:1+Robstride 03 - no back cover:1+3_1_02_090_0073_ASM_1_1_ASM:1+1_1_06_EB903-534_ASM_1_1_ASM:1,,,0.601,-0.0,21.144,222298.1,226887.3,273286.0,-0.0,0.0,-1751.4
1_1_06_EB903-537_1_1,1_1_06_EB903-537_1_1,part,10,1,0,matching A356,153.6,99.5,98.6,39.5,False,,v2.1_lower_body_latest:1+Robstride 03 - no back cover:1+3_1_02_090_0073_ASM_1_1_ASM:1+1_1_06_EB903-534_ASM_1_1_ASM:1+1_1_06_EB903-537_1_1:1,"245,245,246",Aluminum - Satin,0.601,-0.0,21.144,222298.1,226887.3,273286.0,-0.0,0.0,-1751.4
1_1_31_QT-942_1,1_1_31_QT-942_1,part,10,1,0,matching A356,53.9,98.6,99.5,14.2,False,,v2.1_lower_body_latest:1+Robstride 03 - no back cover:1+3_1_02_090_0073_ASM_1_1_ASM:1+1_1_31_QT-942_1:1,"245,245,246",Aluminum - Satin,0.244,-1.392,0.028,36147.2,38010.6,73683.2,199.4,84.9,44.6
1_2_04_635000_1_1,1_2_04_635000_1_1,part,10,1,0,Steel,11.7,19.0,6.0,19.0,False,,v2.1_lower_body_latest:1+Robstride 03 - no back cover:1+3_1_02_090_0073_ASM_1_1_ASM:1+1_2_04_635000_1_1:1,"160,160,160",Steel - Satin,-0.001,2.999,-0.001,420.8,569.3,420.7,0.0,0.0,-0.0
1_2_04_680902_1_1,1_2_04_680902_1_1,part,10,1,0,Steel,52.1,58.0,58.0,7.0,False,,v2.1_lower_body_latest:1+Robstride 03 - no back cover:1+3_1_02_090_0073_ASM_1_1_ASM:1+1_2_04_680902_1_1:1,"160,160,160",Steel - Satin,-0.0,-0.0,3.5,18367.8,18367.9,35109.0,-0.0,0.0,0.0
1_2_05_130001_1_1,1_2_05_130001_1_1,part,30,1,0,Steel,0.7,5.6,8.4,5.6,False,,v2.1_lower_body_latest:1+Robstride 03 - no back cover:1+3_1_02_090_0073_ASM_1_1_ASM:1+1_2_05_130001_1_1:1,"160,160,160",Steel - Satin,0.0,-0.938,-0.0,5.3,1.8,5.3,0.0,-0.0,0.0
1_2_06_000004_AF0_1_1,1_2_06_000004_AF0_1_1,part,10,1,0,Steel,0.2,18.7,18.6,1.1,False,,v2.1_lower_body_latest:1+Robstride 03 - no back cover:1+3_1_02_090_0073_ASM_1_1_ASM:1+1_2_06_000004_AF0_1_1:1,"160,160,160",Steel - Satin,0.0,-0.0,-0.525,8.5,8.5,16.9,0.0,-0.0,0.0
1_3_03_000357_1_1,1_3_03_000357_1_1,part,10,1,0,Steel,4.2,60.5,60.6,0.8,False,,v2.1_lower_body_latest:1+Robstride 03 - no back cover:1+3_1_02_090_0073_ASM_1_1_ASM:1+1_3_03_000357_1_1:1,"160,160,160",Steel - Satin,1.542,-0.146,0.395,1775.3,1595.7,3369.3,-17.4,0.2,-2.6
CORE,CORE,part,10,1,0,core material,526.1,84.0,84.0,33.0,False,,v2.1_lower_body_latest:1+Robstride 03 - no back cover:1+3_1_02_090_0073_ASM_1_1_ASM:1+CORE:1,"25,25,25",Plastic - Matte (Black),-0.0,0.0,-20.968,497704.2,497704.2,469990.3,0.0,0.0,-0.0
PBC,PBC,part,10,7,0,FR4; Steel; Discrete Component,43.4,68.0,76.0,6.7,False,,v2.1_lower_body_latest:1+Robstride 03 - no back cover:1+3_1_02_090_0073_ASM_1_1_ASM:1+PBC:1,"68,119,102",FR4,1.759,0.0,-48.468,117899.3,111528.7,25439.8,-0.0,0.0,3779.2
bearings,bearings,subassembly,1,0,7,,279.3,79.3,328.3,139.1,False,,v2.1_lower_body_latest:1+bearings:1,,,-5.618,1.437,1.924,113337.9,124872.8,202901.9,3155.6,527.6,-2063.4
hip_center,hip_center,subassembly,1,0,2,,123.8,99.2,57.6,132.8,False,,v2.1_lower_body_latest:1+hip_center:1,,,-0.181,65.632,-94.716,3829672.6,2924610.7,1020746.9,1.9,1555983.5,-1291.6
CNC_leg01_x2_hip_center_back,CNC_leg01_x2_hip_center_back,part,2,1,0,Aluminum 6061,71.9,99.2,35.6,122.2,False,,v2.1_lower_body_latest:1+hip_center:1+CNC_leg01_x2_hip_center_back:1,"245,245,246",Aluminum - Satin,-0.312,16.867,2.783,150895.5,168052.6,74565.9,0.3,-33636.9,-1289.0
CNC_leg02_x7_RS03_shaft_coupler,CNC_leg02_x7_RS03_shaft_coupler,part,5,1,0,Aluminum 6061,51.8,50.0,50.0,22.1,True,,v2.1_lower_body_latest:1+hip_center:1+CNC_leg02_x7_RS03_shaft_coupler:1,"245,245,246",Aluminum - Satin,-0.0,133.298,-230.005,3678777.2,2756558.2,946181.0,1.6,1589620.4,-2.6
hip_pitch:hip_roll_L,hip_pitch_hip_roll_L,subassembly,1,0,4,,217.5,99.2,99.2,121.3,False,,v2.1_lower_body_latest:1+hip_pitch:hip_roll_L:1,,,-0.855,133.298,-258.927,18848148.6,15002623.1,4110219.8,24774.5,7506369.1,-58709.7
CNC_leg04_x2_hip_roll_front_bearing_retainer,CNC_leg04_x2_hip_roll_front_bearing_retainer,part,2,1,0,Aluminum 6061,56.2,15.5,99.2,110.5,False,,v2.1_lower_body_latest:1+hip_pitch:hip_roll_L:1+CNC_leg04_x2_hip_roll_front_bearing_retainer:1,"245,245,246",Aluminum - Satin,29.0,133.298,-277.031,5406396.4,4422191.3,1079592.9,-217427.9,2077033.0,453727.9
CNC_leg05_x2_hip_roll_back_bearing_retainer,CNC_leg05_x2_hip_roll_back_bearing_retainer,part,2,1,0,Aluminum 6061,73.8,22.4,99.2,110.5,False,,v2.1_lower_body_latest:1+hip_pitch:hip_roll_L:1+CNC_leg05_x2_hip_roll_back_bearing_retainer:1,"245,245,246",Aluminum - Satin,-24.637,133.298,-282.935,7335785.2,6029947.3,1400459.4,242200.7,2781490.7,-512435.0
hip_pitch:hip_roll_R,hip_pitch_hip_roll_R,subassembly,1,0,4,,217.5,99.2,102.2,135.8,False,,v2.1_lower_body_latest:1+hip_pitch:hip_roll_R:1,,,-0.855,134.776,-260.378,19118848.3,15186822.8,4196719.8,23564.0,7639811.1,-22764.0
hip_roll:hip_yaw_L,hip_roll_hip_yaw_L,subassembly,1,0,2,,163.1,100.0,99.2,102.5,False,,v2.1_lower_body_latest:1+hip_roll:hip_yaw_L:1,,,0.502,126.536,-67.431,3566635.3,1117133.4,2904830.0,-10365.4,1391429.8,2772.5
CNC_leg06_x2_hip_roll_output_shaft,CNC_leg06_x2_hip_roll_output_shaft,part,2,1,0,Aluminum 6061,83.8,35.5,99.2,102.5,False,,v2.1_lower_body_latest:1+hip_roll:hip_yaw_L:1+CNC_leg06_x2_hip_roll_output_shaft:1,"245,245,246",Aluminum - Satin,36.467,126.536,-66.516,1822767.4,561429.0,1489264.1,-386792.9,705516.1,205867.6
CNC_leg07_x2_hip_roll_support_shaft,CNC_leg07_x2_hip_roll_support_shaft,part,2,1,0,Aluminum 6061,79.3,35.5,99.2,102.5,False,,v2.1_lower_body_latest:1+hip_roll:hip_yaw_L:1+CNC_leg07_x2_hip_roll_support_shaft:1,"245,245,246",Aluminum - Satin,37.537,126.536,68.399,1743868.0,555704.5,1415565.8,-376427.5,-685913.6,-203095.1
hip_roll:hip_yaw_R,hip_roll_hip_yaw_R,subassembly,1,0,2,,163.1,100.0,207.5,105.0,False,,v2.1_lower_body_latest:1+hip_roll:hip_yaw_R:1,,,0.502,-75.828,-66.848,2358689.1,1104236.3,1709780.9,332885.4,-829266.4,10210.7
protections,protections~2,subassembly,1,0,6,,352.6,133.4,395.2,226.6,False,,v2.1_lower_body_latest:1+protections:1,,,2.172,-13.171,-46.816,9737724.2,2765110.6,7704637.2,-45556.0,415279.3,27826.5
hip_pitch_motor(Mirror),hip_pitch_motor_Mirror,subassembly,1,0,2,,62.2,113.1,69.4,119.5,False,,v2.1_lower_body_latest:1+protections:1+hip_pitch_motor(Mirror):1,,,-0.006,-41.262,11.056,209998.4,170797.5,207195.5,-14.5,10507.7,3.4
Component198,Component198,part,1,1,0,hip3_protection,31.1,57.0,69.4,119.5,False,,v2.1_lower_body_latest:1+protections:1+hip_pitch_motor(Mirror):1+Component198:1,"0,0,0",ABS (White),-33.024,-41.262,11.056,105013.4,85412.1,103614.9,-42038.3,5254.4,11264.0
Component199,Component199,part,1,1,0,hip3_protection,31.1,57.0,69.4,119.5,False,,v2.1_lower_body_latest:1+protections:1+hip_pitch_motor(Mirror):1+Component199:1,"0,0,0",ABS (White),33.024,-41.263,11.057,104985.0,85385.4,103580.5,42023.8,5253.3,-11260.6
hip_pitch_motor,hip_pitch_motor,subassembly,3,0,2,,62.2,113.1,69.4,119.5,False,,v2.1_lower_body_latest:1+protections:1+hip_pitch_motor:1,,,-0.006,-41.262,-11.056,209998.4,170797.5,207195.5,-14.5,-10507.7,-3.4
Component194,Component194,part,3,1,0,hip3_protection,31.1,57.0,69.4,119.5,False,,v2.1_lower_body_latest:1+protections:1+hip_pitch_motor:1+Component194:1,"0,0,0",ABS (White),-33.024,-41.262,-11.056,105013.4,85412.0,103615.0,-42038.3,-5254.4,-11264.0
Component195,Component195,part,3,1,0,hip3_protection,31.1,57.0,69.4,119.5,False,,v2.1_lower_body_latest:1+protections:1+hip_pitch_motor:1+Component195:1,"0,0,0",ABS (White),33.024,-41.263,-11.057,104985.0,85385.5,103580.5,42023.8,-5253.3,11260.6
hip_roll_motor,hip_roll_motor,subassembly,2,0,2,,51.9,46.6,111.3,113.0,False,,v2.1_lower_body_latest:1+protections:1+hip_roll_motor:1,,,7.388,-135.991,-36.435,1166055.6,164387.3,1031690.9,52063.3,-250343.1,13949.6
Component196,Component196,part,2,1,0,hip2_protection,26.0,46.5,109.3,46.4,False,,v2.1_lower_body_latest:1+protections:1+hip_roll_motor:1+Component196:1,"0,0,0",ABS (White),7.388,-126.386,-72.286,582970.7,146962.9,451018.5,24257.2,-237354.5,13591.5
Component197,Component197,part,2,1,0,hip2_protection,26.0,46.5,97.3,71.1,False,,v2.1_lower_body_latest:1+protections:1+hip_roll_motor:1+Component197:1,"0,0,0",ABS (White),7.387,-145.594,-0.593,583084.9,17424.5,580672.5,27806.1,-12988.6,358.1
robstride03_cross_section,robstride03_cross_section,empty,22,0,0,,0.0,0.0,0.0,0.0,True,,v2.1_lower_body_latest:1+robstride03_cross_section:1,,,,,,,,,,,
robstride03_face,robstride03_face,empty,7,0,0,,0.0,0.0,0.0,0.0,True,,v2.1_lower_body_latest:1+robstride03_face:1,,,,,,,,,,,
v2.1_lower_leg_L_copy,v2.1_lower_leg_L_copy,subassembly,1,0,129,,5528.2,235.1,360.8,591.9,True,,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1,,,10.55,131.555,-370.544,941236827.5,852763295.1,108067232.5,-7781224.3,269601512.5,29051264.3
